Text,Language,Unnamed: 2
Iléẹjọ́ f'òfin de Oluwo pé kò gbọdọ̀ darí ìrun ní 'EID' lọ́dún Iléyá ,Yoruba,
ní àwọn adájọ́ fihàn pé ọwọ́ aráàlú lagbára sì wà ,Yoruba,
Sẹ́ríkí Fúlàní ní ìpínlẹ̀ Ọṣun ní kò sí ìdí fún àwọn darandaran láti kúrò l'Ọ́ṣun ,Yoruba,
Ẹ̀rù tó ń ba APC ni wọ́n ṣe kọ̀wé sáwọn ọ̀tẹlẹ̀múyẹ́ ,Yoruba,
Ìtàn Mánigbàgbé: Oyenusi ní òun kò bá tí digunjalè táwọn òbí òun bá lágbára láti rán òun níléèwé ,Yoruba,
Afenifere: Àsìkò tó tá tako ìkọlù darandaran nílẹ̀ Yorùbá ,Yoruba,
Ikọ Super Eagles bori Seychelles pẹ̀lú 3-1 nínú ìfẹsẹ̀wọnsẹ̀ ,Yoruba,
Oúnjẹ márùn-ún tó lè ṣekú pa'ni kíákíá ,Yoruba,
Ọmọ ọdún méjìlá tó gbèlé kẹ́kọ̀ọ́ dì àpéwò bó tí ṣé wọ ilé ẹ́kọ́ fásítì ,Yoruba,
Ifayẹmi Ẹlẹbubọn ní àgbààgbà Yorùbá yẹ kó pe àpérò lórí ìmọ̀ràn Igboho láti rẹ́yìn àjínigbé ,Yoruba,
Kà nípa gómìnà tuntun ni Kwara ,Yoruba,
Anjorin tí fi ìwé ìpẹ̀jọ́ ránsẹ́ sí Toyin ,Yoruba,
Àwọn orílẹ̀-èdè tó ti ṣáájú Nàìjíríà wọ ọdún ,Yoruba,
Ọmọ́táyọ̀ Olútóyè: Àwọn ǹkan tó yẹ kí ẹ mọ̀ nípa Ọ̀jọ̀gbọ́n obìnrin àkọ́kọ́ nínú ẹ̀kọ́ èdè Yorùbá lágbàyé ,Yoruba,
Ikú Dagunro: Sajẹ ní èèyàn tó ṣe gbáralé ni Dagunro ọ̀pọ̀ èèyàn ló dìde láti ara rẹ̀ ,Yoruba,
kí àwọn ará ìlú tó ba kẹ́fin oníṣẹ́ ibi tètè máa jáde sọ̀rọ̀ ,Yoruba,
Ẹ wo ohun táwọn òṣèré tíàtà ń sọ nípa Alabi tó d'olóògbé ,Yoruba,
Kunle Olajide ní áwọn tó déte yíyọ òun ní ákọ̀wé kò lẹ́nu ńbẹ̀ ,Yoruba,
sọ ohun tó fa wàhálà láàrín àwọn awakọ̀ ,Yoruba,
Èèyàn ló bá ìṣẹ̀lẹ̀ náà rìn lápapọ̀ ,Yoruba,
Fayemi: Ẹ̀sùn àjẹbánu àti lílo owó básubàsu la fi kàn wọn ,Yoruba,
Saraki pín owó ìyọ̀nda rẹ̀ fún ẹbí Leah Sharibu àtàwọn míì ,Yoruba,
tó fipá bá ọmọdékùnrin méjì lò yoo foju ba ilẹ ẹjọ́ ,Yoruba,
ní àwọn tó ń bèèrè fún ogun kò mọ bí ogun ṣe rí ni ,Yoruba,
ní òun yóò péjú síbi ìpàdé ìta gbangba lọ́jọ́ Ajé láti sọ tẹnu òun ,Yoruba,
Ìjọba Nàìjíríà gbé èsì ìwadìí tuntun jáde lóríi ọwọ́jà ,Yoruba,
Ìsìn dàrú lẹ́yìn t'ágbébọn pàyàn méjì ní ṣọ́ọ̀ṣì ,Yoruba,
Ẹbí Melaye: Ẹ̀rù ń bá wá lóri ilera Dino ìgbésẹ̀ ọlọ́páà sì jẹ́ ìpálara fún ,Yoruba,
Ìwé àdéhùn: Àwa olùdíje jẹ́ẹ̀jẹ́ láti se ìpolongo ìbò láì lọ́wọ́ ẹ̀sìn àti ẹ̀yà nínú ,Yoruba,
Ladi Adebutu ní ìdájọ́ iléẹjọ́ kò ní nǹkan se pẹ̀lú òun ,Yoruba,
Kìí ṣe gbájúẹ̀ nìkan lọmọ Nàìjá ń ṣe lókè òkun Yoruba ń mókè wọ́n ń gbéṣẹ́ ńlá ṣe ,Yoruba,
Ọlọ́kadà Jigawa: Ìjọba Eko ti wá mọ́lé lọ́nà àìtọ́ a fẹ́ owó ‘gbà má bínú’ ,Yoruba,
Fatmata ní oṣù mẹ́fà ni wọn fi bá òun ṣùn ní aṣálẹ̀ ,Yoruba,
Kò sí ìrẹsì lọjà mọ látàrí ibodè ti ìjọba tì pa - Ọlọja ,Yoruba,
Owanbẹ: Gari Ijẹbu bọ̀ọ̀lì àtàwọn oúnjẹ lágbo ayẹyẹ 'owanbẹ' báyìí ,Yoruba,
kò sí panpẹ òfin 191 ṣẹwọn lórí ẹsùn wiwakọ lẹyìn tí wọ́n mọtí ,Yoruba,
Ànfààní wo ló wà nínú lílo ẹ̀rọ̀ ajuwe ọnà pẹ̀l'óhùn Nàìjíríà? ,Yoruba,
Abiodun: Òun ni Iyalode kẹtàlá tó sì ń gun àkàsọ̀ láti ọdun ,Yoruba,
Ẹ fún wa ní ìbò wa lẹgbẹ́ PDP ń kigbe ,Yoruba,
Bàbá tó pokùnso: Ọmọ ọdún mẹ́jọ ni ọmọdébìnrin tí baba rẹ̀ bá seré oge ,Yoruba,
Abiola Ajimobi: Bàbá mi jẹ́ aránsọ ìyá mi sì jẹ́ ọlọ́jà wóróbo ,Yoruba,
Lekan Balogun ní ìjọba kò pe àwọn sípàdé kó tó gbé ẹjọ́ kúrò nílé ẹjọ́ ,Yoruba,
Ẹgbẹ́ agbábọ́ọ̀lù Remo ní ikọ̀ ló pa agbábọ́ọ́lú òun ,Yoruba,
Sowore dẹ́bi aijáde dibo àwọn èèyàn rú ìhàlẹ̀  ,Yoruba,
Àfikún owó iná mọ̀nàmọ́ná dàbí jíja ọmọ Nàíjíríà lólè ,Yoruba,
Àgbère ẹgbẹ́ ló wà nídìí ọ̀rọ̀ Amosun àti ,Yoruba,
Ẹ ta kété sí ìròyìn òfégè ,Yoruba,
Awakọ̀ àti ọmọ mẹta mọribọ nínú ìjàmbá ọkọ l'Eko ,Yoruba,
Báwo ni ìdìbò ònì yóò ṣe lọ? ,Yoruba,
Tiamiyu Kazeem: Ọlọ́páà kò lẹ́tọ̀ọ́ láti fìyà jẹ ará ìlú tó bá wọ aṣọ ológun ,Yoruba,
Àwọn ọ̀dọ́ kan ń ṣèwọ́de láti pè fún lílé àwọnjì kúrò ní ,Yoruba,
Àwọn mánigbàgbé tí Olùdásílẹ̀ Twitter Jack Dorsey ṣé làsìkò ìrìnàjò rẹ sí Áfríkà ,Yoruba,
Ajàfẹ́tọ̀ọ́ ẹni sọ pé inú opó ni ìyá ọmọbìnrin náà wà nígbà tí wọn fipá ba lòpọ̀ ,Yoruba,
Naijiria wà lára àwọn orílẹ̀èdè tó ní ojú òpó ayédèrútó múra bí obìnrin tó lọ àpèjẹ ọjọ́ ìbí wọ̀ gau ọlọ́pàá Sharia ní ,Yoruba,
Bisi Ilaka ní ìdìbò àwọn alága ìjọba ìbílẹ̀ lòdì sófin ,Yoruba,
Òṣìṣẹ́ ìjọba ẹ̀ni ọdún mọ́kàndínláàdọ́ta pokùn so ní Ekiti ,Yoruba,
Àwọn oloṣelu tó yege àti àwọn to fidirẹmi ,Yoruba,
Ẹ wo ǹkan tí àwọn ènìyàn ń sọ nípa Tiwa àti ayo tó fẹnu ko ara wọn ,Yoruba,
Ìjọba àpapọ̀ ń tán wa ní sùúrù pẹ̀lú bó se dákẹ́ lórí owó osù tuntun ,Yoruba,
Ọ̀gá tẹ́lẹ̀ r'ẹ́wọ̀n ọdún méjìlélógójì ,Yoruba,
Iléeṣẹ́ ọlọ́pàá ìpínlẹ̀ Kaduna láwọn kò lè ṣọ pé èèyàn 66 kú ní Kajuru ,Yoruba,
'Ìjọba ẹ ṣèrànwọ́ fáwọn tí kò rílé gbé ní Nàìjíríà' ,Yoruba,
Ọwọ́ tẹ ṣọ́jà mẹ́ta tó ya bo iléeṣẹ́ ọlọ́pàá àwọn yókù sálọ ,Yoruba,
Adesanya fàgbàhàn  ,Yoruba,
Rélùwéè Eko: Alágbe tó kú náà jẹ́ ara àwọn tó ń jókòó lẹ́bàá ojú ìrìn ,Yoruba,
Ilé ẹjọ́ ní òfin kò mọ Omo-Agege Waive gẹ́gẹ́ bíi olùdíje ní ìpínlẹ̀ ,Yoruba,
Kí ni àìsàn ìtọ̀ ṣúgà àti ọ̀nà tí o leè gbà dènà rẹ̀? ,Yoruba,
ní ìbátan òun mu ọti yó ni òun ṣe dín dùǹdú ìyà fun ,Yoruba,
ní ìdájọ́ ileẹjọ́ kòtẹ́milọ́rùn kò fún Adeleke ní ìrètí kankan ,Yoruba,
Eko: Wale Oluwo ní ìdìbò abẹ́nú APC tó mẹ́hẹ l‘Eko ló fa sábàmí ,Yoruba,
Èèyàn mẹ́jọ ló kù nínú ìjàmbá ọkọ̀ kìí ṣé mẹ́ẹ̀dógún ,Yoruba,
Seyi Makinde: Iléẹjọ́ ní àwọn alága ìbílẹ̀ kó gbọdọ̀ gbé ìgbésẹ̀ kankan títí ìdájọ́ iléẹjọ́ Kòtẹ́milọ́rùn ,Yoruba,
ìmọ̀ràn fáwọn ọmọ Nàìríjíà ṣaájú pínpín ìròyìn- Aṣòfin àgbà ,Yoruba,
Omolola Ajayi ti bọ́ l'óko ẹrú lẹ́yìn tí ìjọba Nàìjíríà dá sí ọ̀rọ̀ rẹ̀ ,Yoruba,
Ọlọ́pàá ìpínlẹ̀ Èkó láwọn ti mú afunrasí méjì tó mọ̀ nípa ikú Dókítà ,Yoruba,
Fọ́tò inú káàdì ìdánimọ̀ ló mú kí àkàrà tú sépo ,Yoruba,
Ejò da ìjókòó ilé rú  l'àwọn aṣòfin bá fẹsẹ̀ fẹ ,Yoruba,
kan sáárá sí Ọọ̀ni pè fún ìgbélékè àṣà adúláwọ̀ ,Yoruba,
ní kò s'óhun tí yóò ṣe iná mànàmáná ní Nàìjíríà lóní ,Yoruba,
Ìjọba Kaduna: Gbogbo àwọn tó wà nídìí ìṣẹ̀lẹ̀ ìpànìyàn yóò gé ìka jẹ ,Yoruba,
Ilé asòfin àpàpọ̀: Owó osù amúgbálẹ́gbẹ̀ẹ́ aṣòfin kan dín ní sí ,Yoruba,
Nàìjíríà bẹ̀rẹ̀ ìgbésẹ̀ òfin láti dẹ́kun kíkó kẹ́tẹ́kẹ́tẹ́ lọ sí ,Yoruba,
Ilé iṣẹ́ ológun ní ìwé òfin Nàìjíríà fàyè sílẹ̀ fáwọn láti wà níta fún àmójútó ìdìbò ,Yoruba,
Gbogbo òṣìṣẹ́wa pátá ni yóò ṣe àyẹ̀wò òògùn olóró ,Yoruba,
padà lẹ́yìn àṣẹ ilé ẹjọ́ ,Yoruba,
Àwọn òṣìṣẹ́ tí fásitì EKSU lé fún ìgbìmọ̀ aláṣẹ ní gbèdéke ọgbọ̀n ọjọ́ láti dá wọn padà sí ẹnu iṣẹ́ ,Yoruba,
Kashamu kìí ṣe ọmọ ẹgbẹ́ wa- Ọlọgbọndiyan ,Yoruba,
Monguno ní àsìkò ti tó láti f'òpin sí Almajiri ní Nàìjíríà ,Yoruba,
ṣe ìdádúró lílo nọ́mbà ìdánimọ̀ fún ìdánwò àṣewọlé ọdún ,Yoruba,
Ọkọ̀ àwọn olùjọ́sìn náà dédé yíwọ́ lọ kọ lu ògiri ,Yoruba,
Ọwọ́ tẹ ọkunrìn tó n fi kẹ́míkà ṣe ìtọ́jú àìsàn jẹjẹrẹ àti ibà. ,Yoruba,
Alága  ní àṣẹ Ààrẹ Buhari lórí pípa ẹni tó bá jí ìbò gbé tako ohun tí òfin sọ ,Yoruba,
Àkọsílẹ̀ rere wà pé Ajimobi ni gómìnà tó dáńtọ́ jùlọ ní Ọyọ ,Yoruba,
jáwé olúborí nínú Àmì ẹ̀yẹ  ,Yoruba,
'Ilé aṣòfin àgbà l'Abuja le dà wó lulẹ̀ láì ṣe àtúnṣe rẹ̀ ní kíákíá' ,Yoruba,
Àwọn aṣòfin àpapọ̀ ṣ'àfihàn ìṣọ̀kan lásìkò tí jàǹdùkù jí ọ̀pá àṣẹ ilé gbé ,Yoruba,
kan ti fọ́ májèlé sì wà nínú ara rẹ̀ ìyàwó rẹ̀ kò sì le è rìn mọ́ ,Yoruba,
Ali ni olùdíje sí ipò gómìnà ZLP ní ìpínlẹ̀ Ọyọ ,Yoruba,
A kò ní bó àṣírí àlùfáà tó bá bá ọmọdé lòpọ̀ mọ́ ,Yoruba,
Àwọn èèkàn ọmọ Ogun nínú ìṣèjọba Nàìjíríà ,Yoruba,
Wo àwọn ohun tó yẹ kí o mọ̀ nípa DCP Kayọde Ẹgbẹdokun ,Yoruba,
Ó yẹ́ ká máa yẹ́ àwọn onítíátà sí ní ààyè kìí ṣe òkú wọn ,Yoruba,
pàṣẹ fún àwọn mùsùlùmí láti ṣ'ọdẹ òṣùpá lónìí ,Yoruba,
nọ́mbà tuntun fún ìdáàbòbò àwọn èèyàn ìpínlẹ̀ Ọ̀yọ̀ ,Yoruba,
Ẹgbẹ́ Shiite fẹ́ wọ́de ní ìrántì àwọn ọmọ ẹgbẹ́ wọn ti iléèṣẹ́ ológun Nàìjíríà pa ,Yoruba,
Ààrẹ ti ń ṣàárẹ̀ láti ọdun márun tó tún fẹ́ dìje padà ,Yoruba,
Nàìjíríà sọ àgádágodo sí ilé ìtajà láti dènà ìtànkálẹ̀ ,Yoruba,
Oluwo fárígá pẹ̀lú ìjọba àpapọ̀ lórí àgbékalẹ̀ iléèwé ẹ̀kọ́ṣẹ́ olùkọ́ni ,Yoruba,
Àmì ayò tí Nàíjíríà àti South Afrika gbá rèé ,Yoruba,
Ajimobi: Orúkọ èmi Akala Ladoja Adebayo Faleti àtàwọn míì ,Yoruba,
Deji Adeyanju: Àwọn olólùfẹ́ Ààrẹ Buhari kọlu Deji Adeyanju àtàwọn ajàfẹ́tọ̀ọ́ tó wọ́de ,Yoruba,
Tí mo bá rí obìnrin tó kò níṣẹ́ lápá mó máa ń ní kí wọ́n wò mí ṣe àríkọ́gbọ́n ,Yoruba,
Ìpínlẹ kọ̀ọ̀kan ní àṣẹ láti dá ààbò bo àwọ̀n ènìyàn wọn ,Yoruba,
'Kátàkárà ni owó orí gbígbà lórí ọmọbìnrin jẹ́' ,Yoruba,
míì dé padà láti ṣe ìbúra fún to yàn sípò ,Yoruba,
Ìpàdé ASUU àti ìjọba tún forí sánpọ́n ,Yoruba,
Sanwo-Olu: Àtàrí Àjànàkú ni àkóso Eko kì í ṣe ẹrù ọmọdé ,Yoruba,
Seyi Makinde: Gbogbo iṣẹ́ àgbàṣe tí Ajimọbi ṣe lẹ́yìn ìbò ní màá gbéyẹ̀wò ,Yoruba,
Ìwádìí ń tẹ̀síwájú lórí ìjínigbé náà ,Yoruba,
Dapo Abiodun ǹkan márùn ún tó yẹ kẹ́ẹ mọ̀ nípa rẹ̀ ,Yoruba,
Afenifere: Ìgbà wo ni Bola Tinubu di ọmọ ẹgbẹ Afenifere? ,Yoruba,
Oluwo: Ó dàbí ẹni pé ọ̀tá pọ̀ fún mi inú wọn kò dùn sí bí mo ṣe ń ṣakọ ,Yoruba,
Kò bá dáa tí INEC bá sùn ọjọ́ gbígba PVC síwájú ,Yoruba,
Mọ̀ síi nípa Yakubu tó wọ bàtà tí Jẹ́gà bọ́ sílẹ̀ ni ,Yoruba,
Adewale Ayuba: Ogun ń ja àgbo Fújì ni wọ́n ṣe ń jà ,Yoruba,
Àwọn adarí ti fásitì Bowen pa lẹ́yìn wàhálà àwọn akẹ́kọ̀ọ́ ,Yoruba,
Àáfà ní òun bu ọlọ́pàá jẹ nígbà tó fẹ́ yí òun lọ́rùn ní Mushin ,Yoruba,
Gbogbo òṣiṣẹ ló n fẹ́ ilọsiwaju Naijiria ,Yoruba,
Irọ́ ni ICPC ń pa mọ́ Kashamu lórí ọ̀rọ̀ ọkọ̀ áńbúlàǹsì àti ẹ̀rọ amúnáwá ,Yoruba,
Ìjọba Eko ní akẹ́kọ̀ọ́ fásitì Ebonyi tó wá kẹ́kọ́ ìmọ̀ òfin ní wọ́n bá Lassa lára rẹ̀ ,Yoruba,
tí mo tẹ fìlà mi siwaju kọ̀ǹgọ̀ ṣí fìlà kuro ní àtàrí atẹ́gùn àlàáfìà sì ń fẹ́ sí i ní ìpàkọ́. ọ̀án pọ́n gidigidi. ,Yoruba,